frame,derrape
420,8.94427190999916
421,9.192100188877024
422,9.545941546018392
423,9.273777071747553
542,8.54400374531753
543,9.751980496058513
544,12.374368670764582
545,12.374368670764582
546,12.031630609985308
547,11.294117647058819
548,10.792835314116818
549,8.60252431891559
601,8.162644555571585
603,8.261923847720253
661,9.676172723968442
662,11.661903789690601
663,14.866068747318506
664,16.27848399255566
665,16.617862516960123
666,16.992758638721565
667,16.87287662247435
668,15.976545308670458
669,15.969502183850325
670,15.384383162253169
671,14.080127840328723
672,14.0
673,12.0
674,8.407615595399214
727,8.448194854709643
728,8.788754127205397
791,8.905822416950155
792,8.74642784226795
793,10.841342439124094
794,12.32208853298404
795,12.256570866754073
796,11.51311096697722
797,10.823529411764705
798,8.760754515002189
799,8.845849682408897
848,8.104273272972643
849,9.07692307692308
850,9.73665999050498
851,9.480873008240316
852,10.486911565524169
853,8.139410298049853
914,9.694229721212531
915,11.66151839324344
916,12.148105637844743
917,13.775084071484665
918,13.590154807518116
919,13.655869017411145
920,13.555759686924794
921,11.852481925775287
922,10.995882591327721
923,8.558621384311845
972,9.730769230769218
973,11.572259824780492
974,10.755097914363255
975,11.8755036190848
976,10.649038407404442
977,9.433876181187665
978,9.38937676523865
1035,9.12925861348327
1036,12.100000000000009
1037,14.159802258506296
1038,15.20690632574555
1039,15.913450858176972
1040,16.77050983124842
1041,16.741570189614627
1042,16.28649747490233
1043,15.954157299435632
1044,15.969502183850325
1045,15.0
1046,13.958762797022144
1047,11.510864433221338
1048,9.868396318634524
1099,9.18773005489625
1100,9.838699100999062
1101,11.067455735168435
1102,9.894348331149894
1103,10.582080331558448
1104,9.915651608387755
1105,9.178874228445252
1106,8.1039879312876
1164,8.034896917839092
1165,9.61509230324909
1166,12.041594578792296
1167,13.788582233137676
1168,14.142135623730951
1169,15.088235294117643
1170,14.512063946937378
1171,13.852828666700722
1172,13.049253575125459
1173,11.030865786510144
1174,10.111626970967636
1224,9.328719097496728
1225,9.603920767980522
1226,11.211611378790963
1227,10.96086512107209
1228,10.606601717798213
1229,9.5524865872714
1230,9.178874228445252
1289,8.84563860019853
1290,10.955328875448275
1291,13.200378782444085
1292,14.809115576338614
1293,14.837377247285808
1294,15.088235294117643
1295,15.691256075960881
1296,16.002505700022272
1297,15.365985601760585
1298,13.46291201783626
1299,12.24772455424912
1300,10.69916159442082
1350,9.191919239764054
1351,10.267197368922075
1352,10.800000000000011
1353,11.58733763392705
1354,10.943058062101276
1355,9.899494936611665
1356,9.033697598862423
1416,8.17059487979029
1417,9.86154146165801
1418,12.148105637844743
1419,12.77154371120122
1420,13.867504905630716
1421,13.590154807518116
1422,12.807224523681946
1423,11.686272524515303
1424,9.51163255420193
1473,8.4182074229741
1474,9.615384615384611
1475,11.03551277074714
1476,11.186039003225751
1477,10.965856099730654
1478,9.899494936611665
1479,8.48528137423857
1538,9.269368951038093
1539,10.700467279516348
1540,14.455123252165443
1541,14.5
1542,15.80895559241904
1543,16.574581086634584
1544,16.619732766846145
1545,16.48326767384269
1546,15.365985601760585
1547,13.46291201783626
1548,12.392660516696198
1549,11.0
1600,9.043139851753827
1601,9.73665999050498
1602,10.32464820978117
1603,10.211027265707
1604,10.259142264341596
1605,9.877569118027761
1606,8.76367855729942
1667,8.741572761215382
1668,9.809987209808368
1669,12.11726380796345
1670,12.689490255297772
1671,13.135983178051578
1672,12.411764705882357
1673,11.048872621534585
1674,10.886246986174045
1675,8.569416879833618
1723,9.190182776172604
1724,10.846153846153856
1725,11.539312705049571
1726,11.885166440927346
1727,11.351352827270162
1728,11.308517533582341
1729,10.625392654964081
1730,8.726727292104963
1731,8.391732626257133
1787,9.09508593886249
1788,11.630516000548916
1789,14.212670403551895
1790,16.958935091922932
1791,16.62077013859466
1792,16.992758638721565
1793,17.74012951254729
1794,17.13532217540848
1795,16.62077013859466
1796,16.982800630089823
1797,16.60195771588399
1798,15.20690632574555
1799,14.0
1800,12.0
1801,9.0
1919,8.116101396058445
1920,8.73145092720091
1921,9.100258045001965
2037,8.761832918307004
2153,8.450187002508205
2154,8.25240791658563
2155,8.4219779422689
2625,8.704594651741012
2626,8.131727983645296
